Frequencies[cm^-1]   RamanActivity[A^4/amu]
40.0232  0.0768
67.2953  0.6757
102.8864  5.0559
133.6076  2.5984
172.9572  0.4383
186.6768  0.0609
203.7658  0.4624
237.1989  0.6714
269.7  33.7858
284.4504  8.5689
314.1036  0.1487
326.2133  1.6215
402.3238  2.3447
412.1601  1.7021
437.8335  1.9391
461.4168  0.0931
469.0805  9.51
488.3319  0.6371
492.2949  4.5773
515.4599  1.0545
522.8591  4.1091
527.5075  1.8031
542.8323  0.1288
567.2759  1.7768
602.3861  10.7002
611.7479  0.3447
623.7693  36.9493
653.1607  0.251
660.9848  0.9376
678.8171  6.7523
726.506  0.3895
729.0567  0.5708
746.3856  1.1691
753.5906  53.5997
757.4855  1.3717
775.4442  16.6456
788.521  20.0744
805.52  0.4342
811.0599  1.1915
825.0477  0.9549
834.4939  0.5794
864.809  0.1056
870.7358  13.7605
871.5402  0.8255
884.7433  0.5774
910.1689  0.5588
920.6825  0.583
924.7386  2.3579
930.1452  0.0825
941.1999  0.2142
952.4008  0.2161
987.2798  7.6181
998.0189  22.5242
1014.3628  96.1716
1021.8301  21.896
1037.3417  12.0369
1119.5804  0.9757
1120.947  7.3212
1126.2599  14.5276
1143.5506  0.6225
1154.1959  8.5541
1158.4543  94.0069
1167.627  22.3092
1181.2291  10.8435
1194.8562  11.8211
1222.6206  39.3832
1236.9368  8.9112
1244.7972  58.8026
1260.1403  1.9675
1285.9839  321.6892
1311.7868  395.0356
1332.9302  129.6465
1360.7425  69.5283
1370.3591  0.9991
1390.7267  152.4665
1392.3403  90.4199
1397.4827  58.2199
1411.588  761.7637
1416.8316  359.8148
1433.1223  381.0109
1446.5893  1113.9279
1465.7192  68.4723
1480.6904  17.529
1495.9839  199.7811
1547.3048  43.8262
1579.8302  225.4904
1586.175  111.7419
1596.4096  27.99
1609.9688  416.8241
1615.2768  126.0465
1632.1103  102.8809
2966.861  333.8822
2994.1815  118.0765
3081.0962  39.5955
3088.1998  0.1884
3089.467  69.2392
3089.965  78.2847
3090.6992  76.336
3092.4846  173.8682
3095.5622  28.8245
3100.9827  196.7677
3106.976  191.7042
3109.6222  158.9635
3113.9623  591.3926
3119.9952  612.5266
