Frequencies[cm^-1]   RamanActivity[A^4/amu]
32.0307  1.052
48.9926  0.6966
83.8277  4.0223
88.5788  1.0058
134.3343  14.7614
145.4885  0.1212
158.7848  1.6945
187.9531  2.6428
219.7513  0.3603
228.5278  108.2211
233.648  0.2329
261.2315  1.3992
280.0087  55.3804
317.2493  1.5597
328.3268  0.5084
340.9611  50.238
346.9816  0.062
373.2344  28.631
385.1353  0.2478
414.342  5.4409
433.4162  0.2003
440.0184  22.0285
475.3335  41.55
476.1873  0.0182
484.2904  2.1851
506.4165  4.9464
510.3745  0.3155
514.075  5.9323
521.5464  0.2493
529.3761  19.229
537.4916  0.1978
545.401  6.8347
552.5718  4.6501
567.4069  3.7232
592.408  2.03
610.2833  0.2259
623.9709  43.2288
633.0168  3.6986
641.1367  23.5992
661.1457  0.5543
676.4518  0.0705
679.6847  14.4755
685.4079  0.1667
729.898  0.5559
734.5821  0.2673
737.2156  5.9785
745.3349  0.0113
758.2086  5.2769
774.7917  3.2693
779.9478  34.8015
782.2771  0.2352
793.7914  0.2123
815.6788  0.2608
815.9643  0.0092
830.8088  1.1384
835.4374  0.0297
843.5853  0.5867
844.9708  31.4201
850.534  0.1527
868.3481  5.4501
870.5003  2.0681
875.0877  0.6326
884.0056  41.2258
884.1805  4.1965
918.9342  0.0679
935.58  8.0645
939.5243  0.5378
943.9254  0.5847
945.9282  1.9152
949.3591  0.4768
964.6953  16.5178
983.9338  43.6171
1035.4786  140.7652
1046.7579  37.7098
1067.4945  18.1678
1079.5415  5.1196
1094.7592  1.6821
1111.1073  3.1672
1132.8209  78.8984
1145.9137  7.8063
1153.3889  255.4756
1155.2193  485.7724
1167.3717  456.6299
1170.4972  214.8769
1184.7032  736.455
1194.2752  68.2911
1226.5725  164.4653
1230.8883  158.9168
1232.3079  256.5025
1255.0034  42.0825
1273.7695  109.5184
1295.6334  129.1747
1302.9402  168.5782
1321.1717  108.1223
1343.6987  155.4465
1348.7314  2070.1582
1364.9566  3374.4619
1371.2558  436.0034
1374.9621  81.0717
1389.269  77.3911
1397.7637  36.0104
1401.3817  109.2703
1406.0544  313.694
1416.934  81.3703
1426.4996  782.9082
1436.5087  567.568
1441.3254  11.8774
1459.0471  74.5504
1467.451  122.8003
1469.6927  573.2364
1479.1808  40.604
1501.0099  1740.2697
1540.9903  83.8722
1552.8231  446.6952
1559.8294  501.1901
1568.8904  803.3423
1575.5707  3535.152
1583.9431  524.402
1593.66  2232.292
1606.6917  624.2054
1610.4587  1856.0991
1622.3732  23.9417
3085.9289  24.3361
3086.2305  44.0822
3086.3742  77.1217
3088.3875  70.0234
3088.5482  99.9987
3089.5115  223.4557
3091.9041  129.8444
3092.2918  74.9766
3100.1761  261.8773
3102.0985  202.0208
3106.3975  291.5765
3106.9652  402.1625
3109.3126  147.5572
3116.6406  938.0122
3117.5472  418.5313
3126.966  517.6867
