Frequencies[cm^-1]   RamanActivity[A^4/amu]
19.7556  0.1825
45.8314  0.0317
69.8173  0.9915
80.6987  0.3179
108.8644  0.9864
149.2515  2.3901
164.8313  0.0851
170.4531  3.9591
204.0355  0.3119
237.2062  1.675
238.4479  9.6061
255.271  1.3976
288.3264  0.2493
294.6398  13.1926
309.6057  34.335
330.9066  1.9424
340.7145  0.2264
383.0625  4.5174
398.7537  3.3907
425.4379  69.8256
425.7572  2.4399
434.9686  1.4948
447.8565  0.7042
455.8534  8.9749
469.6692  23.2872
505.9722  0.0577
508.0348  0.2722
510.4191  0.7064
529.9249  19.7156
535.4666  0.5385
562.8699  0.7553
563.3527  0.2991
570.2886  16.2475
581.3153  0.0779
598.3593  11.1326
604.3438  0.1143
620.0029  2.239
633.7094  0.5134
654.0745  3.7093
667.0826  11.5901
667.6843  0.6418
676.4222  11.3567
710.5728  0.4132
711.1354  2.9608
728.9372  0.1523
737.6218  0.6271
742.6304  0.0472
749.082  0.7589
767.9101  0.3535
772.3622  5.8862
783.1211  4.8702
792.8938  0.2461
814.5032  1.2184
819.9351  0.4595
837.5919  0.5214
841.2044  0.4698
846.9144  20.5639
852.6428  1.0604
853.7125  1.2841
865.2614  0.3279
871.8571  2.919
880.2577  0.2857
913.4791  0.1693
926.7728  1.6748
928.4226  0.0704
936.2175  0.0313
937.2515  0.5155
941.6184  29.1748
942.6996  0.4903
946.4205  0.1608
955.0938  36.0117
1025.9523  12.6137
1047.1006  20.5315
1055.4478  125.7916
1076.2416  19.3195
1081.5708  4.4916
1090.634  84.8436
1100.5082  45.9199
1124.7863  9.0153
1141.3573  33.6361
1147.4462  22.2938
1159.3488  2.4336
1165.5907  33.6208
1188.156  19.1975
1202.5853  144.977
1214.9687  21.4264
1216.4795  25.4626
1228.5571  253.9959
1235.0865  173.2655
1254.4561  49.6377
1270.2552  630.051
1277.1941  311.7766
1297.3657  3.8433
1318.0617  80.0446
1329.4617  206.3125
1346.5342  43.0727
1358.6303  265.2636
1367.023  783.6671
1374.7872  304.9665
1378.9425  295.2181
1386.554  193.7789
1397.2766  906.7182
1408.4065  18.2391
1408.7693  17.234
1426.0456  90.0976
1429.6792  7.5612
1450.9094  341.4986
1466.3692  3.6285
1467.8941  80.3913
1474.8129  21.2714
1491.5258  106.6772
1506.8027  53.7867
1511.7791  99.095
1562.447  23.6969
1566.1774  60.0834
1579.2722  1810.1728
1582.8876  1019.9908
1590.0283  522.7723
1594.8017  1379.0722
1602.8966  194.7111
1605.214  77.452
1617.4063  3.7497
3088.5636  26.2133
3089.7855  116.5651
3094.6121  38.0951
3094.8885  110.1304
3099.589  99.5521
3106.2  139.1583
3106.625  157.5164
3107.8968  568.0759
3110.2009  129.1953
3111.8313  561.3521
3112.7721  162.837
3116.2582  112.348
3126.0162  56.9305
3128.0837  227.7706
3132.7584  126.153
3136.924  475.5367
