Frequencies[cm^-1]   RamanActivity[A^4/amu]
39.2681  0.0
44.0716  0.0
105.5759  0.0
109.3169  0.0
112.6609  8.3462
143.5436  1.8088
175.1443  11.2586
218.8492  0.0
227.4968  8.2047
237.7908  0.0
256.6048  1.2565
265.8909  4.3425
292.0991  7.8179
322.2122  0.0
327.5897  0.0
375.4403  7.9831
382.6455  0.0
401.374  2.6674
415.4892  0.0
443.7147  0.0
445.7185  75.019
476.578  2.0459
486.8581  0.0
490.3834  4.4544
491.485  0.011
492.6735  0.0
498.0517  0.0
541.2049  0.0
544.5791  30.8707
550.5328  2.0835
569.0704  40.4334
580.3424  0.0
587.3253  2.5125
606.7706  0.0
627.7766  0.0
636.4234  1.6441
650.3937  0.0
667.3026  0.0
706.9381  0.0
710.2671  8.2267
715.0956  0.0
725.4991  20.9722
743.8372  0.0627
747.7172  13.2311
755.113  0.0
758.5821  3.0885
774.7127  0.0
780.8982  44.6434
806.0924  0.0
810.156  0.0
821.7419  0.0
824.825  8.6187
837.7422  0.0
844.2555  2.9237
865.2515  7.2767
882.4013  0.6345
887.3707  0.0
899.4012  66.5065
905.1802  0.0
910.7769  1.3705
936.6494  0.2361
939.6268  0.0
943.2783  0.0
947.0909  3.3885
973.2463  0.0
974.2427  21.5564
989.1145  28.1548
994.5595  0.0
1012.5039  0.0
1026.7469  0.0
1071.1362  0.0
1084.2382  80.6264
1085.7669  1.1917
1105.486  0.0
1130.3687  30.3178
1137.0956  0.0
1137.8957  4.8231
1150.2692  26.1332
1162.5548  0.0
1170.9187  0.0
1186.7361  27.3643
1191.6937  2.6715
1221.9594  0.0
1222.4446  0.8679
1224.6685  0.0
1231.5348  346.2052
1260.422  0.0
1281.123  0.0
1301.3631  38.46
1305.7635  0.0
1316.9314  235.2605
1337.4418  0.0
1342.5584  5.305
1358.5081  2157.2024
1379.6298  13.1957
1382.0451  0.0
1402.2095  4.1081
1410.6293  0.0
1414.9448  0.0
1416.154  290.064
1417.1406  0.0
1417.7339  0.0
1448.4795  99.5117
1449.6495  132.3511
1486.6208  29.8868
1491.951  0.0
1498.8835  0.0
1531.3981  39.3034
1560.0878  838.9327
1565.8711  0.0
1574.6077  0.0
1578.2943  20.33
1585.9849  195.3445
1589.4207  0.0
1613.9845  0.0
1615.7687  452.4708
3089.1685  106.5804
3089.1737  0.0015
3094.7169  0.0047
3094.8099  173.1708
3094.8853  214.4686
3094.9429  0.0361
3107.3978  0.023
3107.4808  639.7407
3111.6089  393.5966
3111.7632  0.0116
3112.3726  0.0044
3112.7151  1233.42
3138.5956  39.8681
3138.7024  9.0E-4
3151.9701  0.0161
3152.1476  328.8434
