Frequencies[cm^-1]   RamanActivity[A^4/amu]
17.1762  0.5393
25.3521  0.2222
39.7851  4.518
59.6375  1.6512
66.2906  2.5441
95.5481  0.1328
102.0876  0.2835
137.2056  4.0545
142.0264  6.6347
153.7838  39.5347
156.7111  0.2106
191.531  0.3167
207.3547  0.6056
241.525  3.416
242.3006  6.3928
286.0516  0.0471
293.3334  0.2775
326.8417  0.2659
352.7672  2.7751
355.2761  0.1444
376.3681  1.9056
396.2342  0.2271
408.6806  1.588
419.9341  0.563
423.5323  0.7847
426.7824  0.007
456.1877  5.2618
473.9373  15.9261
474.2337  2.2788
490.0952  4.4042
504.3882  12.862
511.0974  0.2174
516.4946  0.4252
520.5223  1.1648
530.0177  1.3715
538.1862  1.1913
550.2261  5.7452
561.9324  13.9998
575.4576  3.8287
595.2883  0.6402
616.5587  0.015
633.3994  2.7151
653.6827  0.9847
660.2201  0.3932
686.6618  1.9551
698.9618  2.2214
711.1174  161.3471
717.117  0.0789
723.3645  37.3025
729.2395  0.1784
737.9212  0.8668
753.9171  5.4394
755.8467  36.6453
759.0457  0.385
769.119  0.2489
775.2465  0.2087
786.1574  0.1232
793.6699  29.583
797.2281  0.1745
799.2639  0.4044
816.5292  1.9822
829.583  3.1697
847.5158  0.4004
852.799  0.6556
855.698  0.4953
859.002  11.876
868.1016  0.2257
869.2789  12.8879
870.4171  0.3294
875.3192  1.5838
885.6576  6.2251
912.4142  2.5039
919.5372  3.8694
919.9983  0.7278
921.11  0.1925
932.3137  2.3397
937.3901  0.0325
938.2034  4.6378
951.7263  0.074
952.5792  0.0639
986.0219  3.48
1026.4341  85.4938
1036.4184  12.7153
1038.8833  94.9034
1078.9738  2.8525
1098.6144  2.7838
1119.3865  0.5292
1133.282  0.7677
1138.9289  1.8603
1149.0429  10.3472
1150.9997  45.4943
1156.2409  134.5039
1182.6788  41.4658
1189.0907  20.8878
1191.6949  19.3545
1205.3181  97.014
1208.9876  14.3526
1213.472  214.3346
1220.1714  24.3005
1227.0592  51.5833
1245.2854  35.6613
1249.3471  31.0214
1260.3302  19.421
1268.3779  26.0184
1285.5419  169.0586
1300.1963  5237.6782
1327.0779  494.8249
1342.7871  46.2708
1349.5656  1191.3723
1362.995  5267.7005
1366.2803  163.1482
1373.6248  147.7786
1381.9485  564.6106
1386.1838  5713.0837
1412.6983  404.7199
1419.3302  1184.4041
1425.9847  2123.9608
1428.3316  3644.58
1431.3212  1028.4888
1438.8094  293.2516
1450.4083  157.6102
1459.0679  50.5106
1482.9532  704.2641
1500.2865  601.253
1508.2426  189.1373
1520.0312  139.5375
1549.6966  137.8757
1552.3519  271.3754
1584.9067  2116.0849
1591.6648  258.5982
1598.0857  661.7864
1602.339  45.0167
1606.3182  41.9318
1609.0248  151.0617
1611.7597  281.5402
1614.9182  369.4948
3087.0301  14.5152
3087.274  44.0831
3090.7071  17.5862
3090.9187  77.279
3093.0576  22.9672
3094.1789  208.0154
3097.9383  20.3223
3100.3199  176.6318
3102.1352  208.7435
3104.5538  106.3448
3105.6251  82.4852
3106.1048  154.3922
3107.6178  23.1756
3109.206  195.3217
3116.3842  305.2144
3116.664  465.6777
3124.7573  175.075
3125.5095  496.608
3129.8486  123.0199
3135.3276  292.8144
