Frequencies[cm^-1]   RamanActivity[A^4/amu]
25.0046  8.0139
44.0821  2.2357
63.1832  8.7762
74.7684  4.3983
79.1537  3.8227
113.5419  1.0317
128.1197  4.285
156.3682  2.7545
166.5854  3.8522
202.9441  6.4689
224.0158  9.1663
236.1  7.2535
249.7682  1.6309
278.4059  1.4578
299.5378  4.5806
320.5452  13.191
337.2239  6.8763
366.2235  2.8319
392.3898  4.5769
407.6467  19.2784
412.1611  3.536
420.9773  2.3973
450.5916  11.7312
459.3025  3.6708
467.3525  7.9065
483.5298  7.1016
504.4277  10.3985
519.6096  8.7263
533.5991  1.458
545.3934  4.1128
548.2149  3.3212
572.0293  4.3232
582.9977  12.1279
594.791  2.385
615.0959  1.0014
618.3662  1.5658
635.5165  1.5146
637.7004  2.6496
674.5676  22.1126
698.9302  37.6851
704.1846  12.0031
727.3606  2.0921
731.3137  2.2651
735.345  4.4067
737.52  6.3349
750.5275  0.5154
757.2792  4.6305
766.5921  17.099
778.4052  112.2773
784.6768  1.6624
794.6741  51.2296
803.1139  27.9018
827.9106  0.8492
831.9281  0.8094
840.5055  1.0757
859.2519  1.2811
865.5174  1.8479
873.2178  1.3286
882.3687  0.6002
892.3299  1.861
898.9839  1.8735
914.7437  0.6886
927.9697  3.7149
930.3484  0.5994
932.1192  0.8769
936.1021  3.0093
938.9525  4.1555
953.5921  0.1655
954.1807  0.2638
966.84  3.0114
979.8418  21.1058
1013.4586  89.89
1016.5624  92.3631
1036.1072  66.8998
1057.1081  25.1283
1097.397  9.7227
1114.575  1.5904
1126.6918  4.9264
1139.4469  13.2898
1143.4846  10.0863
1145.411  8.1049
1155.1834  35.898
1165.2432  38.5684
1177.1005  23.548
1196.4306  31.2616
1206.923  263.5363
1215.7627  164.7191
1225.6192  3.7318
1255.8872  112.6602
1262.6136  241.0147
1269.9838  81.4258
1279.4569  53.4045
1296.686  34.7259
1306.1177  45.1316
1324.5572  189.5771
1342.3322  1089.5488
1348.9578  223.9403
1371.0308  123.705
1372.6288  435.7012
1382.4855  2232.6799
1394.1435  1678.84
1397.7434  1395.4961
1413.8202  89.7326
1423.6339  924.7727
1428.1899  288.6241
1437.813  4.1562
1456.1802  407.8131
1466.464  21.9584
1478.6525  740.1473
1491.2343  242.0888
1521.843  427.4021
1545.0641  34.5046
1553.8608  54.0925
1559.1506  64.4748
1580.0126  75.8456
1588.9939  299.7272
1595.4731  859.689
1603.4406  135.2531
1618.3865  32.0787
1618.7877  376.6314
3084.6135  76.7666
3088.792  0.6128
3089.3287  4.7033
3092.9457  97.0785
3093.7629  117.7507
3097.1606  154.1708
3099.1367  75.8347
3105.8839  71.9756
3107.6186  212.7775
3107.7431  175.8787
3113.6032  83.1049
3114.4353  112.5415
3119.4494  62.772
3120.5952  130.5699
3120.6822  1120.1003
3128.1559  192.7733
3134.0817  136.3709
3140.9375  158.711
