Frequencies[cm^-1]   RamanActivity[A^4/amu]
11.1561  0.2038
22.0629  0.0599
44.8282  6.1829
69.7541  0.0238
73.2169  0.2554
94.0365  0.0084
126.1147  0.5854
134.0675  5.4758
159.1651  0.1533
193.1148  11.7965
205.7649  0.1216
218.7645  0.0061
221.2713  5.0246
262.6131  1.6615
280.7582  5.3282
290.1738  2.3295
362.9077  4.315
368.9061  2.4111
392.8083  0.0117
402.3294  5.8542
412.3142  53.2026
419.1584  0.5896
420.6606  0.6192
428.3261  1.0E-4
432.5604  0.3482
456.0083  2.0342
479.8456  0.3574
496.9431  0.0044
522.2745  0.5465
527.711  0.0698
528.2771  0.7145
547.9687  0.1057
552.0774  30.7207
555.8348  0.1322
576.0226  0.1245
597.4886  0.1838
604.142  0.1543
611.9008  3.6568
641.6258  1.6984
642.1815  13.5314
676.3473  2.0246
679.3004  0.4039
701.6537  0.5457
705.2759  87.8381
709.0843  0.7345
709.8939  4.0E-4
717.2719  3.2441
742.8958  0.3127
746.7042  0.0036
746.9049  1.7765
759.5174  0.44
762.5269  0.1804
763.3842  21.72
786.9128  6.3548
808.7561  0.198
818.4898  0.0189
825.959  0.7609
834.7574  0.4824
840.1561  1.3709
847.4815  0.8791
849.7172  0.1338
868.2127  0.0119
875.8167  0.5954
889.3648  6.8962
904.4516  0.0302
916.4603  0.0683
933.6098  0.1421
936.4679  0.0611
942.0322  2.0E-4
945.5711  0.4997
948.5568  0.0206
959.3686  0.9693
990.0885  20.9817
994.6704  19.8384
1023.6495  17.3327
1049.2273  16.393
1059.3586  52.8252
1078.9982  38.5127
1084.2783  81.7484
1085.7677  4.4444
1104.7373  8.4572
1108.388  1.972
1127.3715  4.6109
1141.6252  28.1044
1154.0126  15.3967
1162.9054  24.893
1169.3609  51.1247
1171.1564  3.3189
1206.6666  31.5795
1220.0435  31.2204
1228.3244  24.3493
1231.3849  56.638
1244.1687  133.9497
1268.9936  111.6257
1276.0015  1188.7958
1283.3496  48.7346
1295.252  2.302
1296.6585  2.0123
1323.635  1552.645
1339.1112  9.6611
1339.2852  142.5084
1352.3701  1625.273
1359.0776  20.0345
1371.869  95.3226
1385.6148  0.7858
1401.2204  101.3227
1412.2297  10.7441
1425.4119  393.6778
1431.0626  1514.4293
1435.3069  60.23
1446.0342  306.1175
1455.3582  1.7355
1473.8505  357.9419
1487.5481  7.9542
1495.2217  15.3368
1506.541  431.9029
1534.7641  46.0422
1562.4293  16.0307
1572.2869  785.0847
1574.3165  95.3193
1584.3329  110.8226
1594.0114  87.073
1599.536  738.7823
1600.2236  752.4559
1611.9271  68.1654
1617.0789  489.3881
3088.9539  56.4559
3094.7493  88.6566
3094.893  84.6613
3099.5401  28.9757
3100.2733  133.2665
3107.2479  329.2755
3110.542  163.4267
3110.7783  514.0881
3112.367  273.0718
3114.4683  228.5999
3125.3116  10.6154
3126.6914  503.6657
3127.4665  9.2831
3129.4162  7.8095
3131.0813  19.0868
3139.7234  399.2607
3151.9194  1.577
3154.0175  130.0489
