Frequencies[cm^-1]   RamanActivity[A^4/amu]
54.5568  2.0849
61.2845  4.289
87.246  10.7022
117.5814  0.2507
149.8842  4.1073
189.4537  2.1134
211.0799  1.8841
246.66  2.3521
280.4078  6.5709
299.7094  2.1178
312.967  15.0422
387.8053  7.1084
391.0764  3.6427
403.1598  9.7834
424.838  1.9036
458.1817  3.9106
468.1673  1.4536
486.6094  2.5302
507.5586  3.5453
515.5013  7.1985
520.6797  1.918
557.8253  2.0133
572.3434  4.2451
583.6137  3.3958
615.2015  1.2683
631.7367  2.2049
647.9948  0.7562
694.2154  37.7707
700.8883  8.8881
726.3263  1.3527
731.6876  0.681
738.6713  1.9647
757.7378  3.7343
772.9596  23.0858
784.2963  2.2412
791.9184  2.8471
796.4913  9.2321
822.5895  26.0
824.447  9.8396
833.5687  0.706
858.8599  0.6503
875.2887  1.1644
891.8279  0.7428
900.2188  1.0624
923.3204  1.0959
928.6789  1.8602
931.3833  0.7344
940.5528  0.3125
943.8426  0.9435
953.953  0.2195
968.6748  0.3746
1000.8189  12.0847
1014.337  64.0594
1042.7022  35.9289
1083.217  16.3327
1124.0224  4.4795
1136.5083  3.2132
1139.9558  2.3894
1144.2508  0.7141
1148.9722  5.3466
1166.0768  66.63
1182.3195  35.1082
1203.9707  8.4823
1210.2171  49.4773
1228.0247  32.3327
1249.6792  5.7628
1262.4765  84.4756
1273.005  60.0288
1318.9421  9.5371
1334.3581  6.5608
1361.9346  468.4084
1368.6271  244.8933
1378.0358  1059.0922
1392.5617  223.5667
1405.267  37.672
1414.3166  282.2074
1416.0072  325.8392
1438.9016  80.6294
1469.7019  45.5463
1484.0168  90.5729
1501.5607  128.5024
1535.8322  13.905
1548.2275  26.2239
1584.0132  160.089
1585.2079  73.3118
1602.0474  111.7704
1617.3463  33.4914
1621.2339  136.1382
3083.9262  72.5583
3088.6239  12.6212
3089.076  6.0352
3090.1107  86.9594
3091.0963  99.9002
3093.5575  140.3274
3102.2365  129.6552
3107.1882  159.7857
3107.5757  164.4002
3108.7437  449.3605
3118.6362  350.413
3120.425  563.29
3125.5745  12.814
3145.1866  99.6713
