Frequencies[cm^-1]   RamanActivity[A^4/amu]
-28.6871  0.6201
26.0791  1.9913
44.1702  1.4418
73.9006  5.6114
89.0396  3.8659
110.4641  0.8766
130.4129  0.678
175.0973  0.132
179.5018  1.6338
189.7163  0.6755
222.5961  0.2908
227.2631  36.3727
244.1098  6.7538
289.8806  4.2978
319.149  0.8041
336.1524  0.214
341.1694  18.9266
383.6839  9.0994
397.103  0.0088
409.5585  32.5616
429.9345  0.9131
449.815  2.0749
454.4129  0.4213
461.3631  0.4033
472.0293  2.0316
484.6848  9.6581
502.4471  0.0265
527.4332  12.8832
527.668  0.1781
542.7837  6.3777
548.2371  0.3421
590.9966  16.9049
601.0026  4.9082
620.7958  9.6923
621.619  1.5556
630.8483  22.8349
659.1809  12.6402
688.2715  0.2591
697.5025  0.0126
705.4946  1.0189
725.0805  0.5356
731.7701  0.0206
738.0443  0.4821
747.2142  73.0629
757.265  110.4255
757.3093  2.4889
764.041  1.2495
789.5582  0.7186
792.0257  0.4182
814.389  0.3507
822.6858  0.213
827.0177  75.7567
832.6843  1.7575
843.5497  0.9399
846.1621  0.8845
863.4459  1.3751
869.9869  0.0837
884.908  0.659
889.7892  3.0859
897.8147  56.0196
900.2729  5.6728
912.007  0.1781
931.4085  0.2528
932.5773  2.703
933.7596  2.5345
938.2223  1.3624
948.7228  0.1883
952.7074  0.3218
1008.9611  96.5644
1043.19  170.5655
1057.3295  39.4416
1080.1683  84.376
1099.9697  6.918
1118.4387  5.1206
1142.1352  4.3365
1147.3422  196.2208
1155.9513  165.8052
1159.9351  147.7022
1164.2825  21.7778
1177.9046  47.1072
1180.985  16.5662
1189.2907  2.0486
1194.0797  215.0376
1202.0832  956.4568
1235.7112  268.2682
1242.3071  122.6675
1248.5607  821.975
1263.9872  103.9434
1268.4228  358.8923
1281.9261  87.3817
1302.8343  125.7274
1316.91  185.6195
1334.1663  391.1107
1347.8229  335.7391
1350.3992  375.5585
1365.9946  153.6387
1374.5288  882.2542
1392.8359  306.7561
1395.5503  629.6139
1405.7144  1449.8251
1407.3262  2063.0285
1434.1204  1418.4303
1442.2027  19.6002
1452.8998  74.586
1459.853  33.4012
1472.6104  4587.1633
1485.2976  497.0533
1519.6651  101.8381
1542.3364  30.5003
1555.8823  1127.9374
1565.6054  33.6581
1576.1982  34.9786
1586.5995  4614.9811
1592.9416  2917.2648
1607.0878  429.4717
1611.489  161.0427
1621.4421  150.3786
2930.1037  672.9807
2946.1548  159.8963
3082.602  30.4866
3083.268  118.4981
3083.7773  2.5055
3086.2976  134.7714
3086.7678  128.0638
3089.051  1.7219
3093.5471  159.6137
3100.8935  116.3784
3104.4506  151.6721
3107.5962  243.0129
3109.1353  76.7436
3110.4545  131.9918
3118.1652  327.7744
3120.2973  771.1965
3129.3973  150.3808
3130.0804  210.9642
