Frequencies[cm^-1]   RamanActivity[A^4/amu]
35.1146  4.1619
57.5032  2.1147
75.3219  2.4752
101.7405  2.3932
111.7981  1.3593
125.0493  7.8118
158.6054  2.1117
184.1847  4.9884
220.7541  3.4972
246.079  21.5293
253.1173  1.2843
275.7065  26.5623
302.5577  2.6902
305.1601  23.8898
327.9967  9.3674
358.2231  11.1842
383.0932  3.7523
406.3219  3.7178
423.3481  9.6606
434.0367  6.4971
458.3603  3.2564
462.6334  3.5192
485.5807  1.8936
504.1913  4.6687
509.3854  0.6324
530.376  1.3081
540.9762  0.6209
558.0213  0.7903
570.6945  3.7433
577.1215  1.3879
600.022  3.3472
613.4653  3.985
630.5553  3.9989
635.892  1.1809
649.3121  23.8792
661.7737  3.782
677.7857  10.2684
723.8144  1.0794
732.7153  0.5913
734.3072  5.961
740.4883  1.454
743.8071  8.4204
755.2935  1.7348
765.4014  1.5241
773.4089  1.9176
797.6227  1.6418
819.6863  5.2787
827.5294  34.9305
829.9486  1.4191
840.7774  1.1504
859.678  2.0796
862.8009  3.7274
868.9546  2.567
872.7959  1.0184
901.7233  20.4067
914.372  1.1972
925.4193  8.1948
929.6789  1.5381
932.0492  2.3311
939.0579  15.0769
943.3472  33.7757
951.0521  0.2512
952.2825  0.5304
976.8299  2.0963
1017.8767  14.1724
1031.0867  94.472
1033.1502  18.5602
1053.5478  71.9034
1072.0724  30.9483
1103.4602  4.8849
1118.9684  24.2626
1133.5872  4.2271
1147.6717  2.0495
1149.8579  2.0371
1154.9661  74.5198
1167.126  31.7412
1174.647  38.6535
1182.0578  87.9976
1202.6598  251.2623
1231.0246  28.8011
1240.5868  21.4138
1246.8859  5.3972
1277.7306  430.258
1293.9441  124.6321
1300.6941  344.9339
1307.8256  37.5899
1344.3302  64.9446
1347.4739  589.8376
1359.6386  24.3945
1368.3317  91.7579
1375.5714  176.6272
1380.9964  1770.4638
1397.3398  147.8684
1410.5379  112.8053
1419.581  671.1584
1429.5771  11.0444
1451.4625  131.269
1453.9678  89.2604
1471.3264  15.8621
1477.1162  54.1124
1502.2427  68.5412
1522.5802  43.2826
1550.4775  581.0558
1559.961  46.084
1575.5983  122.3538
1579.9934  15.2352
1598.0061  202.0661
1599.5167  604.8433
1609.5314  23.4104
1615.8216  143.8447
3088.436  47.2505
3090.7388  34.6475
3091.9718  83.6176
3096.1647  184.6591
3099.427  65.3731
3102.4798  163.4339
3103.1431  195.4009
3107.8513  67.6667
3115.0222  186.7028
3116.7331  363.0319
3118.5695  550.5413
3125.387  153.2003
3128.691  213.9764
3133.2928  42.4912
3135.8542  319.794
3144.5666  173.2218
