Frequencies[cm^-1]   RamanActivity[A^4/amu]
34.9264  2.7583
42.7695  1.644
60.4637  9.3422
78.0808  4.2982
92.2351  4.885
112.388  12.6923
143.3598  1.5542
157.749  1.5541
181.0864  3.0913
202.3866  0.4968
207.4535  3.0418
240.4032  1.741
263.0089  21.652
273.5421  1.8658
293.164  3.9077
322.9819  6.1515
342.0222  11.0641
376.5931  4.1344
395.0903  10.4884
404.4682  5.5246
427.3136  1.7098
435.0355  0.7173
453.5634  1.2505
472.6554  5.6206
491.9313  6.12
498.4271  10.2647
502.0443  4.2184
515.7671  1.4661
532.606  7.5566
545.2257  5.1841
551.8897  8.0295
561.2537  1.956
564.2904  9.7018
592.7059  3.8164
597.1718  3.2087
617.3228  0.6958
637.6715  2.5305
648.3593  11.3555
672.5525  23.4367
680.484  1.4083
703.6688  3.8102
722.0276  7.029
731.3788  23.8816
734.9576  7.907
736.0184  25.466
751.8268  5.3917
759.8771  0.8093
775.6313  6.9081
791.7536  1.1095
799.0805  5.9248
807.9681  12.8391
823.8996  2.4762
826.61  3.0553
832.4838  1.3531
848.4958  14.4962
855.5548  2.3128
859.4862  3.6312
861.7556  1.1545
866.8382  8.3138
898.2522  2.8641
924.7266  1.1561
927.6145  1.4686
932.0203  2.4274
937.5978  3.5969
947.7843  1.7291
948.8197  1.1594
953.4199  0.1403
974.7201  3.367
978.4523  3.7875
991.4448  15.7776
1008.2315  43.5294
1033.501  56.957
1036.3271  37.3328
1047.4259  24.5926
1054.5208  11.8574
1086.2123  2.6743
1112.9673  16.6923
1126.747  2.4826
1140.0463  15.6691
1143.1139  28.6857
1148.0056  7.8207
1153.0537  7.2186
1156.7343  1.1999
1162.8732  76.3234
1206.8464  149.8179
1211.8289  46.633
1220.0933  45.1823
1224.0407  53.5652
1230.4897  31.4652
1245.9261  35.4566
1251.3604  13.2517
1256.1102  88.1959
1292.1581  38.3161
1303.2129  33.4754
1330.0859  54.0181
1341.0364  1604.5876
1350.4419  1649.3094
1361.1273  472.6088
1368.9143  139.0325
1370.6338  482.1127
1383.1538  948.9116
1395.6711  272.3072
1414.9465  271.5437
1417.1896  229.4686
1431.3363  243.6319
1432.9106  120.8588
1459.6175  29.8276
1467.5025  169.7122
1481.6875  69.4251
1507.259  200.4634
1517.97  83.5877
1525.6524  167.1301
1554.8783  70.166
1559.6914  367.6963
1581.2778  178.3277
1593.1258  224.1032
1594.9546  132.9853
1601.2223  110.8134
1606.8984  27.2181
1608.6818  129.1543
3090.5263  23.4026
3091.0165  49.1011
3093.9925  149.4839
3096.6615  150.1194
3099.6211  85.6016
3101.2805  172.2978
3102.7242  196.4531
3112.679  224.6065
3113.1835  143.8964
3118.2698  514.2327
3119.4092  110.3786
3122.4071  48.7758
3126.7512  374.0235
3129.2358  66.9047
3132.2827  251.7787
3132.4373  161.5317
3143.6488  138.8039
3149.647  142.1227
