Frequencies[cm^-1]   RamanActivity[A^4/amu]
48.8846  0.1836
89.8126  0.3058
108.6122  0.8106
166.5549  2.9697
176.1524  2.1127
199.1344  0.2626
263.6458  2.2978
291.7161  12.0668
297.2384  0.2375
320.1483  0.018
359.8243  14.9338
412.685  8.475
413.0096  2.3632
443.1377  0.9559
464.1957  0.1987
464.9146  4.1776
509.8602  1.5954
512.5628  30.0881
541.2348  6.5468
545.5717  0.2313
554.2287  1.5467
594.211  3.0373
595.0088  0.5342
617.6941  26.3197
628.3242  0.1418
650.8698  0.2435
651.3679  4.5766
682.6948  13.9275
717.7175  3.914
731.3863  0.2345
738.3693  0.4127
749.7793  0.3317
755.949  2.0003
798.7511  5.033
805.0542  0.806
815.7254  0.7535
821.3789  0.8481
846.2358  0.1764
861.3951  5.3145
881.5775  0.8998
887.5398  2.8816
887.6996  3.7621
914.0371  0.0541
927.0903  0.197
930.6528  22.9539
930.9092  0.033
940.5349  0.6217
952.4705  0.0506
995.6113  77.1162
1023.8457  18.7276
1034.8399  73.5178
1049.9734  70.3765
1089.7427  10.024
1122.5255  1.0048
1129.8715  2.7154
1145.4128  26.0952
1148.2597  10.6782
1170.8893  28.9115
1187.0434  167.9441
1201.2352  1.2576
1212.0786  29.2101
1217.9957  43.2411
1259.8385  15.542
1278.9558  130.185
1303.2689  4.2599
1337.6297  432.9397
1348.58  90.2905
1368.7416  95.0375
1381.7531  38.2288
1394.1372  39.8419
1406.4036  112.8982
1426.2891  26.7868
1430.5064  11.4634
1444.916  301.4414
1454.1212  286.4902
1476.9665  84.715
1497.3359  31.1415
1525.2452  154.7005
1577.0867  6.9011
1589.3736  543.3081
1602.5916  88.1079
1608.0768  261.5221
1635.0325  116.5062
1651.9909  299.8987
3087.1496  68.3427
3088.4026  5.6824
3090.4214  34.809
3091.132  159.9091
3091.7871  64.3214
3099.0548  71.1651
3102.1825  170.6335
3104.3602  355.941
3108.2033  202.5747
3111.8864  170.0741
3115.0247  460.9298
3122.5319  545.4279
