Frequencies[cm^-1]   RamanActivity[A^4/amu]
13.5865  0.5464
19.2983  0.8806
44.7903  8.6309
47.9431  3.0429
52.7197  1.0964
79.3197  0.1567
91.789  0.0937
110.2847  0.0028
115.9774  3.919
122.4417  44.8925
134.0899  0.4701
178.8586  5.1906
184.5334  0.2641
226.9548  0.1264
227.2596  6.1632
239.3083  0.4504
270.5115  0.169
272.771  0.5066
291.3773  0.4272
302.3705  0.0648
313.6045  0.5353
356.5594  0.658
375.2925  9.4134
382.2964  0.0232
396.6477  1.7286
397.8603  2.0E-4
404.0608  32.4514
416.3208  1.1007
418.7328  0.171
418.8972  0.0022
431.9782  2.2933
459.3359  0.5861
460.1101  0.0629
490.3764  4.9148
510.7429  0.7788
519.4277  3.3972
526.0993  0.0069
529.9322  6.9807
531.6034  14.0749
533.0888  0.4543
542.8084  3.0E-4
568.0181  16.0513
576.7132  0.4878
604.433  13.5514
609.1828  0.0407
616.4784  4.7587
620.5503  9.819
649.867  1.8106
653.2046  0.0403
659.1709  12.6327
659.7065  1.1981
690.6994  1.5601
727.9523  2.6165
728.4458  0.114
733.1174  304.3795
739.2879  0.2161
752.7235  0.818
754.1326  0.5496
754.784  3.7287
761.4762  0.5093
765.9099  0.0527
774.6643  0.3878
777.4829  9.2841
783.1533  0.3291
789.2304  153.298
789.587  0.0019
791.3791  0.5679
830.1394  0.1478
830.1819  0.1748
830.2163  0.3718
835.8879  3.7808
838.4724  1.7006
854.0799  0.4196
862.0099  0.1006
870.189  0.0513
870.6017  7.0E-4
874.4821  0.6396
878.3924  0.017
882.5066  0.1469
883.8499  2.8553
884.2442  4.4184
892.7287  4.0583
919.2194  7.3194
929.7163  2.0989
929.8209  0.0017
936.0299  3.7056
939.5025  8.3285
940.1434  0.0109
953.7655  0.2048
953.7664  0.0909
958.4343  0.5039
1008.5568  0.0193
1016.6086  253.983
1016.6389  15.5321
1089.2353  1.472
1105.9599  3.059
1121.0155  12.2019
1130.1514  1.2605
1131.1447  0.2445
1143.7954  6.2937
1144.3325  7.2287
1166.3428  404.9259
1167.6371  3.0645
1180.2268  16.1832
1182.5306  17.5662
1185.0514  2.7647
1206.3889  69.1649
1207.5379  42.1124
1207.6195  171.2805
1213.6724  395.865
1230.8401  24.1704
1248.5513  0.3647
1255.3746  28.1175
1261.6362  151.8289
1262.5699  5.1552
1265.3063  30.9045
1281.6558  0.3358
1301.5039  14794.6197
1321.0887  16.5099
1325.1892  3744.7574
1345.1115  3.2001
1345.2659  3.6648
1361.6325  41.5522
1367.818  151.8646
1380.8073  3869.0246
1388.0556  2.5587
1392.3703  215.7522
1392.5584  475.7245
1406.0011  1.8405
1413.0285  17226.9823
1426.3968  89.2826
1428.246  10052.437
1434.0005  1.6259
1439.2196  33.8043
1452.1478  164.7439
1454.3337  370.6206
1473.4619  82.9092
1475.1073  108.8446
1506.6446  1170.3562
1509.8055  79.6919
1523.6301  157.4648
1552.0019  14.9338
1552.1457  55.3288
1576.8468  5780.3212
1586.1828  10.6162
1593.0218  404.8732
1600.9257  1334.2632
1603.0096  218.1984
1610.8413  620.0678
1613.0981  174.5222
1620.3446  766.2999
1622.0302  473.0534
3084.0755  51.9679
3084.1035  120.9146
3087.4851  4.9388
3087.8431  115.1697
3087.9059  21.9916
3089.1745  8.1786
3089.1779  4.514
3093.5918  168.2657
3093.6053  109.3913
3097.7647  0.2909
3098.3422  9.0688
3099.0834  73.4397
3105.7072  91.1352
3105.9647  285.9283
3106.2833  23.4312
3107.681  205.9252
3107.7481  243.251
3108.2805  58.3395
3108.9689  25.4319
3110.1732  371.3309
3120.7634  94.8435
3120.8065  1536.2775
