Frequencies[cm^-1]   RamanActivity[A^4/amu]
8.827  0.0
20.3076  0.0
45.7781  6.7722
58.4285  0.1634
68.5552  0.0
82.3377  0.0
97.6649  0.0
130.8764  5.8033
141.9649  0.9604
192.8331  9.0655
207.1784  0.0
223.2101  6.2913
257.2605  0.0
261.3775  0.0
275.0905  6.4402
306.6827  14.1752
354.9813  2.9025
389.7905  0.0
401.8674  0.0
404.5609  37.8445
416.5239  0.0
421.7826  0.0
423.0277  0.6095
424.8486  0.0086
435.7778  0.0
465.8982  1.1131
518.8059  0.0
519.4427  0.0
521.213  0.0
548.4059  0.0
549.2719  0.2659
552.084  1.7484
590.1619  1.1097
611.131  6.9498
612.2605  0.0
621.0669  2.0549
646.2317  4.7614
656.8565  0.0
679.5901  0.0
688.0177  0.0
691.8405  0.457
703.6413  0.0
710.1406  0.5844
713.2203  104.9597
739.6497  0.0957
740.2911  0.0
746.6802  0.0
746.8082  0.0069
761.1707  0.1805
762.0626  13.5979
774.7567  0.0
791.081  0.0
810.5766  0.0
831.2349  2.2908
836.127  1.3183
844.7764  0.0
848.6594  0.0
853.7554  0.0224
860.7722  0.299
901.6794  0.0
906.3776  0.05
913.8322  0.1372
918.4872  0.0
940.5607  0.0
943.1108  0.013
947.4945  0.0536
949.1436  0.0
990.1789  0.0
993.8684  49.8011
998.5495  0.0
1002.2449  45.4828
1046.3407  0.0
1046.8657  27.0521
1052.7417  0.0
1058.3708  0.0
1067.0296  192.114
1108.3752  0.0
1108.456  7.2733
1124.4313  5.4291
1129.3894  0.0
1152.4309  28.2332
1156.3301  0.0
1163.0617  0.0
1164.6167  121.4476
1197.205  0.0
1219.6087  0.0
1228.6135  120.0929
1234.4494  103.3043
1241.3129  0.0
1263.6081  1064.6171
1271.8511  59.1947
1285.1677  30.9966
1298.141  0.0
1299.6618  0.0
1319.5824  670.0436
1335.3089  0.0
1350.9366  0.0
1351.7811  418.7893
1353.9409  2626.029
1357.3762  0.0
1404.6659  0.0
1422.8482  0.0
1432.919  1531.3665
1437.2582  108.5839
1438.6873  436.1515
1446.9743  0.0
1451.501  0.0
1478.8223  9.4416
1490.4941  0.0
1495.6555  0.0
1524.3138  385.3944
1558.7539  0.0
1565.5067  77.4125
1571.4308  58.2311
1576.1141  0.0
1593.231  1540.6114
1599.7687  1417.4719
1600.6403  4.0E-4
1607.1641  0.0
1613.6044  38.7688
3099.3282  0.0
3099.4468  55.2939
3100.1316  264.004
3100.2289  0.0075
3112.0835  0.0
3112.5165  425.6632
3114.1377  522.7112
3114.6281  5.0E-4
3125.0937  0.0
3126.3145  43.1242
3127.4224  425.7035
3129.788  0.0
3130.1497  0.0
3131.4147  31.3313
3139.6586  0.3006
3139.6747  787.6115
3154.7467  0.0
3157.0379  137.7231
