Frequencies[cm^-1]   RamanActivity[A^4/amu]
26.205  0.2561
43.6966  0.6645
76.4021  0.9192
78.9915  1.3002
136.559  3.8801
138.149  8.0248
159.363  2.0E-4
174.0355  1.9488
212.3626  1.9541
249.4928  0.2519
250.3473  1.2749
253.3408  3.9335
274.526  30.0247
294.9618  1.2204
314.1254  20.9071
323.5341  0.0424
340.7858  0.1405
362.1158  79.6378
413.8517  0.7534
414.6857  2.3203
435.405  0.8059
435.856  12.4039
460.4535  0.5483
493.6724  5.3624
494.1087  2.7931
496.0688  24.5715
514.1905  0.4049
515.6163  10.6804
528.7036  0.4048
531.2338  5.7169
551.3241  1.6393
556.8709  1.285
565.2146  2.1659
574.8251  0.004
577.1557  15.7998
604.6018  10.9795
606.6205  0.5563
629.3825  8.4665
631.4723  0.7189
668.4012  2.5242
678.1904  0.087
692.6334  25.6674
713.6853  0.0217
724.2423  1.1392
730.4691  0.3005
731.8439  0.7873
744.3711  0.2377
747.2601  0.8316
751.6681  0.2027
790.789  0.0528
798.9317  0.6992
806.4524  46.6418
817.8769  2.3822
822.8625  1.2685
823.7846  5.4442
832.1323  0.0276
841.2586  0.7798
849.654  16.7778
862.7175  0.0783
866.6031  0.5809
874.0456  3.4692
882.2646  2.1019
884.4733  12.0201
910.7747  0.3601
927.2712  0.1619
932.0696  55.5309
937.4312  0.0837
938.4469  0.1113
944.8862  1.2913
950.3633  0.1211
979.8527  51.5208
990.774  12.2115
1034.0026  69.2367
1050.0544  4.841
1057.9526  11.7253
1073.3784  28.9416
1092.4994  17.1107
1126.4623  40.8989
1133.2102  50.9956
1138.423  15.6092
1149.4571  5.1077
1157.1951  49.2925
1160.6751  79.456
1176.8019  111.8182
1203.273  201.2303
1217.2299  1.2467
1218.1818  11.3458
1228.2632  344.4418
1247.7161  196.3142
1251.9271  31.9572
1265.4772  191.8013
1281.2588  115.1085
1308.0878  75.7208
1314.5  83.1521
1339.8153  201.3282
1348.7324  4.8389
1369.4392  1650.9458
1371.0779  1249.5444
1377.7172  620.126
1384.8823  522.2007
1392.5374  61.5036
1397.4684  44.31
1407.3052  85.0693
1414.5782  187.2405
1419.8009  168.903
1433.0976  271.279
1445.8772  54.1335
1452.0069  238.5797
1470.2797  132.5739
1473.5683  200.0367
1483.1182  23.9849
1507.8752  308.9987
1518.3952  62.6018
1554.6646  44.3407
1568.2644  87.6353
1575.788  390.7355
1583.7807  3152.4109
1586.8624  899.0006
1595.7751  346.2233
1607.1839  237.209
1612.1398  35.8357
1620.3153  501.5817
3086.9521  61.0796
3088.7907  62.0518
3090.0718  138.583
3090.7176  22.674
3091.6527  32.8629
3095.1028  200.5095
3099.2028  167.5492
3101.9939  85.2536
3102.8777  79.8699
3106.7547  376.3153
3107.8632  486.9208
3113.7169  28.3757
3116.4347  226.7028
3116.6853  758.3611
3124.7097  190.4808
3134.2181  405.2448
