Frequencies[cm^-1]   RamanActivity[A^4/amu]
54.0174  3.0026
67.2004  3.5022
99.1913  8.0837
107.5796  1.6994
138.9827  0.5376
174.7446  2.1452
202.5015  6.6678
217.147  1.9777
252.0022  2.036
279.4567  4.7213
288.7997  4.3303
328.0804  9.1831
346.7523  12.482
405.549  0.706
410.0693  20.5289
422.4236  2.0603
437.8203  4.3714
456.8188  5.514
500.1442  0.9656
514.499  5.0048
518.1108  7.9834
531.0746  6.1421
544.8563  0.9328
550.7094  1.1024
595.0604  1.1964
605.6947  0.1725
608.7965  1.0658
620.0131  1.482
631.3688  3.4397
669.265  34.6912
687.2573  1.2703
726.3344  2.2336
727.7842  5.999
737.6271  0.4185
740.6293  2.959
749.1681  0.4141
765.4517  0.7143
789.6637  0.5473
796.1028  3.3179
802.8888  17.0438
811.2511  2.1809
851.6507  0.2532
859.7971  0.7868
868.8072  1.3056
879.2332  16.3308
886.1377  2.8823
897.9412  14.2224
919.2146  0.5254
935.0464  2.7822
936.5499  5.8411
940.6348  0.5346
943.5419  0.7243
949.8389  0.2834
973.3147  1.9689
993.5561  17.3049
1030.5079  38.1884
1036.516  44.8593
1043.2358  46.5395
1062.9145  8.9192
1098.2691  83.3912
1109.2986  126.4083
1132.4659  17.7254
1142.1166  26.2007
1146.9769  9.9297
1154.3197  8.9426
1163.9073  36.0062
1175.7562  57.2821
1211.029  84.1023
1223.4169  12.551
1248.526  44.6213
1263.38  264.365
1284.895  81.5223
1288.9187  9.7433
1307.777  48.7359
1345.8473  351.1314
1349.6507  60.106
1372.7435  59.7913
1376.062  302.9779
1406.3483  21.0053
1408.6391  165.325
1424.3766  15.1433
1438.0004  206.835
1448.4686  347.9801
1453.2157  33.2268
1465.2127  31.4021
1485.1712  84.777
1535.1707  45.4569
1559.6678  247.0297
1566.8519  29.5435
1577.5023  252.5209
1595.8864  98.5006
1601.8104  163.3272
1604.8601  177.567
1617.9495  11.9386
3088.5162  13.6566
3091.0985  98.421
3091.8351  110.1086
3093.2759  85.0222
3094.1376  13.5953
3102.2106  66.6685
3103.4463  70.699
3103.8744  292.2662
3108.0631  310.6809
3117.0076  436.6729
3118.4907  207.1008
3119.391  624.7018
3131.8403  68.7264
3145.7287  94.005
