Frequencies[cm^-1]   RamanActivity[A^4/amu]
32.0978  0.0
51.9907  0.0
88.7964  1.4998
92.4693  0.0
108.3865  1.6269
151.4425  0.0
197.0191  13.5031
202.1392  0.0
224.391  5.4845
259.4525  2.8937
289.5592  3.6253
300.1816  0.0
323.6417  0.0
361.3868  0.0
416.8896  1.237
425.0921  0.2342
428.664  0.0
451.8338  0.0
463.44  356.4276
482.6536  0.0
500.7987  47.1104
532.24  0.0
542.4496  0.3461
549.656  0.0
554.7986  0.0
570.2308  426.5574
580.6715  2.176
643.3524  4.3337
653.6475  0.0
677.7462  0.0
699.046  0.0
708.0959  101.1687
723.0644  0.1524
727.4172  0.3333
727.8655  0.0
747.6925  0.0
776.1372  15.1639
776.713  1.3434
806.2692  0.0
818.1476  17.149
830.3121  0.0
834.079  4.9804
840.0733  0.0
845.2341  65.9803
854.5844  6.1829
854.6926  0.0
884.9198  0.0
893.8535  201.734
908.1088  2.0E-4
908.1192  1.6404
920.6494  7.6274
921.8335  0.0
939.0749  0.0
940.4982  2.0652
940.5509  0.0
1016.2087  676.5057
1016.2972  1.0E-4
1043.2048  1060.2426
1056.8461  0.0
1084.7085  1424.2139
1091.7966  0.0
1100.301  1640.7974
1135.6985  2425.9229
1140.332  0.0
1156.5855  2827.7195
1160.4499  0.0
1191.3179  0.0
1193.3427  1388.3461
1210.4209  0.0
1245.0727  1583.489
1255.2232  0.0
1267.0602  1159.718
1278.3385  0.0
1290.4826  954.1553
1297.0391  0.0
1335.9746  1668.0662
1369.0397  323.334
1378.6754  0.0
1389.6953  0.0
1397.9492  279.8628
1415.3388  0.0
1426.2331  2028.304
1447.1222  664.7937
1452.9909  0.0
1472.9008  0.0
1483.4623  189.5047
1509.7668  0.0
1519.958  6486.6767
1569.4783  0.0
1570.7204  276.2782
1583.4983  0.0
1587.1361  1355.8583
1595.3157  0.0
1612.5442  437.815
3091.4641  9.3781
3091.6039  0.0
3093.1681  5.0E-4
3093.1755  75.126
3097.0267  1.0E-4
3097.0787  258.2485
3108.6589  681.3614
3108.6795  0.0012
3109.904  0.0
3110.0822  242.4423
3121.8368  0.0
3122.0108  2026.7088
3134.2953  280.5461
3134.2981  0.1512
