Frequencies[cm^-1]   RamanActivity[A^4/amu]
28.0541  1.1882
46.7241  0.1447
109.9357  5.9329
127.7057  0.9388
144.9017  0.6216
192.9592  1.4307
202.2447  0.0586
218.4222  12.4855
265.7751  0.4768
311.7321  1.4119
313.676  1.2794
393.7163  1.2953
404.8155  3.8252
412.1413  0.3395
451.6145  26.7839
484.8009  0.7749
489.5153  0.3039
501.2481  5.9645
512.5453  0.2967
515.8076  5.6532
549.6646  0.1138
552.9272  0.1679
570.0531  11.2541
621.7399  0.0897
624.1387  8.578
656.8818  7.6848
679.2246  0.0655
711.4555  20.2204
712.614  0.8807
732.2638  0.5335
746.3238  86.1985
758.752  2.1287
775.6728  0.012
783.115  1.0136
784.6525  25.305
797.7641  0.0419
841.7861  0.2119
850.6672  0.8824
852.3443  1.047
878.3156  39.4838
901.7467  0.8151
903.6535  0.3552
920.0447  0.089
927.904  0.0593
931.4449  0.6228
950.286  0.2169
953.0566  0.2572
962.3246  27.2614
994.1499  73.1927
1023.4211  29.8666
1031.056  47.7176
1056.5237  36.4635
1111.0283  3.1661
1114.1217  0.8169
1133.3031  51.6258
1138.957  4.4328
1143.2504  5.6856
1147.1665  5.4366
1160.6604  3.3424
1181.6644  22.4474
1200.1541  186.104
1214.7646  18.9553
1223.5237  22.1065
1249.8799  27.3853
1258.2056  58.787
1273.2637  636.7635
1351.0295  108.587
1362.0539  829.6461
1366.1985  31.5281
1373.9834  18.8814
1374.3624  80.1471
1383.5042  16.2774
1400.455  127.6475
1425.5871  117.9994
1434.1739  160.3237
1442.7946  865.8907
1454.7852  33.7852
1511.7284  313.0809
1519.9553  67.349
1551.6463  178.3243
1560.9891  347.4127
1582.5029  72.2978
1586.2886  481.2689
1613.2684  238.4286
1615.9927  265.2427
2951.4074  202.3389
2975.6824  89.5155
3088.999  30.601
3089.4279  23.7566
3090.6374  87.6879
3094.5202  80.757
3096.8501  166.0922
3102.209  170.626
3107.5401  252.5318
3109.1647  126.0027
3118.1542  414.1944
3120.7497  497.2379
3142.017  22.6842
3163.4546  127.9018
