Frequencies[cm^-1]   RamanActivity[A^4/amu]
50.1049  0.2236
65.6758  0.2511
144.435  3.3432
160.0988  1.5253
170.7426  1.2117
202.3779  0.4411
249.7045  0.2547
280.8048  42.0965
294.6682  0.6139
360.2298  4.9932
365.1393  1.9756
424.6953  0.2914
446.8957  10.7475
462.3266  2.9027
469.1443  0.5833
509.1849  4.5016
527.5672  0.017
535.2588  7.6422
546.1383  0.8286
582.8544  2.5827
599.5088  0.1579
609.0629  24.7881
637.1031  6.8679
641.1537  2.8013
680.2158  0.5708
715.8201  0.9612
728.9313  4.3174
730.8471  0.6848
746.0952  0.2165
763.0116  25.3908
778.3625  0.148
794.4037  0.0299
803.1537  0.8286
822.9992  0.7038
840.007  6.8332
850.9747  0.3043
862.5881  13.2947
866.3442  3.0356
876.7673  0.4757
888.9513  1.3805
919.4779  0.4295
928.213  0.2727
938.0499  0.5439
946.2567  17.954
952.6723  0.0686
1031.5782  21.3361
1036.3097  13.9092
1038.8653  28.4184
1065.5428  70.8926
1082.6428  16.1442
1122.5772  6.7221
1141.5463  9.1096
1154.474  6.2273
1170.2449  4.8386
1190.3711  23.4539
1205.6402  8.4382
1215.3877  7.9113
1222.9891  49.8777
1245.6236  71.1579
1281.9307  5.2719
1306.7336  24.3701
1339.502  1071.1943
1351.5955  76.3621
1363.5234  100.8435
1377.6823  609.4086
1407.653  124.7389
1420.1808  89.632
1436.7209  10.3694
1451.7388  297.8167
1460.5984  22.6869
1485.9439  129.1423
1508.2482  92.2205
1525.8329  32.4778
1587.2351  81.8199
1594.2978  371.465
1603.9592  293.8043
1606.5231  21.7099
1617.4512  59.5422
3091.112  20.6268
3093.7871  147.2431
3094.9358  72.3174
3102.2481  161.1112
3106.8914  232.2175
3114.4531  116.2936
3117.7773  84.8845
3120.1325  225.6215
3123.4407  318.5396
3132.3025  230.3264
3135.117  107.5645
3154.7917  327.696
