Frequencies[cm^-1]   RamanActivity[A^4/amu]
21.8686  1.7039
49.3561  6.2439
49.9106  6.3636
77.6684  0.6776
82.7514  2.1817
111.126  2.1557
138.5259  6.7139
160.0333  4.4866
178.3828  5.5437
206.0682  0.3819
209.4807  12.4155
240.745  2.6343
270.3703  6.9118
282.1636  1.2901
293.5138  3.8363
320.7341  12.1302
329.8404  22.3853
386.6697  10.1185
397.1007  2.2572
402.9824  2.3463
426.6927  1.6473
458.4726  0.5483
460.2629  0.3459
462.4489  9.4863
477.0351  2.1296
495.4181  7.023
500.3953  6.2473
516.1731  2.3527
523.0098  5.3983
532.1286  6.2885
540.0468  7.7857
556.4631  3.0805
567.9566  7.2933
590.0727  6.7338
595.4562  3.2262
613.9291  4.1426
615.4241  3.6331
653.3252  1.6756
680.1004  3.1542
683.1671  34.0741
694.3987  14.2074
718.1107  2.236
728.5917  2.9333
736.34  11.6413
744.6934  21.1124
754.7569  5.8937
760.2142  41.7076
780.7239  4.11
782.834  11.2729
787.5279  42.4531
801.0537  0.7891
812.9461  2.6176
823.3472  1.7271
827.3027  2.2508
830.9463  0.8195
838.1738  0.4647
853.7879  6.4577
862.8901  8.4348
869.5632  0.7329
881.5054  1.1823
886.0642  0.1418
918.4251  4.0103
921.6612  2.8063
925.9857  2.046
930.8993  0.2847
934.1261  0.6366
941.7403  1.3726
953.0002  0.3204
953.8564  0.2212
979.5537  19.4493
996.5175  25.3777
998.359  12.2327
1014.7585  94.7754
1035.5797  71.9626
1067.7994  2.7322
1107.3068  0.6477
1127.2842  9.1318
1136.6491  14.7298
1142.9132  7.9977
1148.131  7.6788
1151.7463  64.5846
1158.5027  29.8332
1166.4853  49.222
1191.0591  21.2226
1195.0711  1.9227
1215.452  101.1052
1220.4733  45.2004
1226.9439  26.2493
1245.9663  1.3334
1249.7701  25.4278
1262.6523  1.1553
1267.8769  109.0236
1288.6973  411.3212
1312.4842  209.3166
1331.7966  130.8882
1344.8107  603.3146
1358.8243  7211.6865
1365.7487  364.7677
1372.6559  178.0275
1378.324  41.2808
1393.4567  624.6598
1402.9636  863.6082
1411.276  74.7761
1417.9712  902.9239
1426.5279  820.0884
1433.3629  52.6857
1465.2309  81.7872
1470.3537  262.1185
1486.3163  3.4821
1504.0432  356.8341
1515.5736  130.083
1542.1245  305.5809
1550.0222  279.1097
1575.2319  318.8472
1586.6975  20.0157
1593.1682  49.2465
1601.7257  15.6393
1605.0437  138.5227
1609.9426  35.7577
1619.3501  107.3938
3084.7157  56.2366
3088.9345  1.005
3090.8473  21.2383
3093.383  90.6192
3094.2656  12.6252
3094.6383  40.9696
3095.3468  116.1214
3096.8475  360.5944
3102.0415  179.0871
3106.4593  30.9569
3107.7521  202.6583
3116.0498  333.8471
3120.5534  694.5277
3124.343  212.7712
3130.1431  129.6092
3130.5909  25.6934
3133.9541  333.7813
3142.6785  216.2726
