Frequencies[cm^-1]   RamanActivity[A^4/amu]
21.391  0.4887
43.0363  0.1588
63.4362  2.8881
90.9033  5.2819
95.4356  2.7937
116.554  0.2193
141.747  0.8868
171.6554  24.5095
211.0195  2.8201
233.3885  0.8145
250.6439  0.4722
253.0512  2.8854
293.2718  1.2643
299.2572  1.9896
331.106  3.1729
356.0539  15.5575
379.8866  0.1301
405.7132  32.9573
421.9153  0.0053
421.9578  13.9495
446.8493  23.4487
454.4104  0.1129
478.8255  0.022
484.2968  0.2357
516.4394  0.2361
526.1327  54.1482
539.7468  0.225
543.1841  16.2583
576.5049  25.0853
580.2148  0.0328
604.7283  0.2376
612.6213  2.3125
618.9383  0.4255
621.1862  0.6192
661.614  4.476
662.991  0.2964
689.1092  35.9195
705.934  40.5448
713.6376  0.1855
722.7401  0.898
733.2353  0.5178
745.4567  0.5132
756.6926  3.0043
772.9512  0.2073
773.0507  69.4338
782.3347  0.8593
799.0622  42.309
801.3477  2.1689
820.5303  0.7054
830.5402  0.386
844.1087  0.0804
852.988  14.178
863.1498  0.9663
876.275  0.7385
884.8932  0.4865
895.7158  3.1683
902.1144  17.2259
907.2941  1.5338
916.8538  96.423
927.6483  0.0978
930.1028  0.6587
940.1185  0.9251
952.3387  0.32
952.8244  0.4085
984.8305  361.8535
1011.4554  99.0542
1018.9821  53.7739
1037.9966  174.721
1048.9567  28.2987
1105.068  149.2016
1125.9291  79.6921
1138.9833  158.7249
1141.2248  6.3413
1143.3129  9.91
1161.5545  14.3914
1162.7115  32.6056
1171.015  33.1174
1189.4827  477.7082
1205.2627  36.4381
1206.1745  168.0148
1249.6271  121.9061
1261.7628  122.3298
1264.4363  20.3202
1274.2432  440.7927
1310.0816  186.1118
1324.8874  1230.4564
1342.3516  617.8775
1350.8874  30.2154
1362.6856  59.1537
1369.2896  121.0734
1386.1791  439.269
1388.3525  494.6726
1396.695  1515.4426
1410.106  518.6275
1428.9276  204.926
1435.9396  20.3603
1445.6182  257.6949
1450.2557  287.4862
1468.2817  336.4728
1478.9101  756.1481
1518.8827  209.338
1525.335  149.9495
1544.0393  22.7752
1556.0856  1708.151
1561.4483  321.3918
1582.5313  219.8817
1596.8445  525.3856
1606.4888  46.5414
1616.8275  204.3313
1618.0813  93.9603
3083.2453  74.475
3088.2204  3.967
3089.468  52.0212
3092.5546  144.7595
3092.7114  122.5775
3096.6527  72.6641
3096.9254  144.34
3103.4535  214.488
3107.1568  202.9486
3112.5015  314.8519
3119.7261  435.5472
3120.1502  800.0115
3126.7347  64.5099
3135.4394  21.7358
3139.8536  78.0278
3153.7297  154.2667
