Frequencies[cm^-1]   RamanActivity[A^4/amu]
37.6908  3.0E-4
38.4977  0.0156
65.7763  0.7666
102.8422  0.0611
107.1138  2.7866
153.6687  3.7857
164.9475  0.0195
186.4592  4.8071
194.5848  0.0305
207.9245  1.2565
246.711  0.4399
276.6334  22.7466
285.1279  1.9156
285.4304  23.6066
299.7803  2.5033
314.0139  1.3805
336.5643  11.3808
337.9016  0.2758
358.6814  45.4627
365.8177  1.3617
405.9944  0.7125
430.7186  2.0E-4
431.3644  15.5966
433.4341  1.2746
461.0485  1.5534
465.0617  81.1262
479.846  0.1449
486.6047  0.0738
495.2482  0.1685
515.7942  0.0249
523.5599  2.0096
525.8329  0.3452
531.7708  12.9082
550.8528  1.9152
554.1507  1.2163
555.3153  10.9697
562.5028  0.154
591.7518  2.2187
598.7572  3.5123
612.9357  1.511
623.472  0.2473
631.733  13.0052
637.0065  0.5884
641.6437  3.0E-4
669.8155  0.0415
681.4794  0.5084
695.8021  0.5824
729.8841  0.0217
734.2282  0.1213
737.1269  0.0375
743.1851  0.2618
747.0967  1.4706
754.0538  0.6374
755.3536  20.2491
773.5061  0.0867
785.1712  0.5641
790.6917  0.2682
793.9919  2.2927
807.8343  0.2196
813.4687  0.1803
819.4446  29.95
837.5157  0.3339
843.7334  1.0968
852.7495  0.0051
867.838  0.0238
869.6241  1.5567
870.9679  10.3873
878.1653  1.282
885.5463  0.2567
908.0122  0.1128
909.422  2.804
934.6836  0.1656
936.4984  0.0722
939.7198  0.4636
943.0403  0.4289
943.8673  0.8223
955.3933  8.2195
979.9986  45.9935
991.5822  9.7355
1023.4452  1.8812
1035.4488  27.2244
1081.271  47.7914
1085.2447  3.6072
1094.985  51.8995
1118.489  1.6502
1137.6706  15.2042
1144.4867  5.6908
1150.1322  1.6725
1164.1012  36.9468
1166.3312  1.5701
1171.6116  6.548
1190.2279  0.4002
1201.2205  15.3617
1202.9685  66.163
1220.9066  0.6828
1222.9217  62.9352
1252.2057  378.1436
1274.3887  52.3356
1278.2675  1816.3213
1284.7032  58.3109
1307.0982  45.0085
1309.9627  52.455
1319.4302  7.7801
1337.6408  1539.2484
1353.5058  623.7019
1356.851  15.5545
1365.6583  96.0531
1383.5283  52.9875
1383.8144  47.7531
1395.1193  18.8428
1395.9607  142.7125
1402.6574  9.1722
1409.2831  14.9084
1412.2951  10.8465
1424.8891  399.4763
1427.9848  50.8827
1441.8775  22.6293
1449.8336  307.4009
1462.7338  643.697
1477.7993  4.9383
1481.5526  1.2804
1495.4486  12.8879
1514.1365  17.9321
1518.5286  36.7642
1551.2629  19.8588
1562.9386  481.822
1572.2043  12.3999
1584.7994  82.5249
1587.7533  260.3479
1591.1904  222.5613
1595.2535  2293.4865
1603.7186  14.52
1613.9626  0.008
1623.4293  507.1817
3086.7095  20.1916
3087.1489  139.8266
3089.1913  7.0983
3089.6038  113.8069
3090.2405  232.8106
3094.8313  27.2115
3094.8937  183.5596
3107.2455  268.6856
3107.387  272.0003
3107.8314  695.1396
3109.4681  140.1513
3110.7038  976.3871
3115.9982  38.0342
3126.2558  164.2545
3131.5909  77.5282
3137.5566  356.5597
