Frequencies[cm^-1]   RamanActivity[A^4/amu]
11.314  0.3005
39.552  0.6763
68.959  0.5313
87.4742  1.8698
122.8715  0.6817
136.6402  3.2401
160.9945  3.2032
185.3842  0.1101
203.4437  3.0861
213.3737  0.0909
239.9961  0.9581
258.6702  45.0985
272.6106  0.6344
309.9974  1.1732
325.5978  128.5686
340.3698  1.7526
379.5275  32.0299
401.1281  0.3046
421.9712  4.9367
439.2219  1.3312
450.8626  0.4128
456.2139  0.2781
470.739  2.9837
497.074  30.4505
502.434  1.1195
503.8291  5.6041
517.7267  91.4294
522.2388  0.4822
529.8595  8.8824
547.9285  2.8058
560.0598  0.6825
573.9432  17.6325
585.1787  6.1021
587.5134  0.0147
621.5993  0.1603
637.0642  0.316
640.2956  2.3455
676.2838  8.3094
677.3772  0.0857
685.5917  12.391
725.0596  0.2423
727.8957  0.3462
741.5479  0.8063
742.85  4.0034
746.8412  0.2813
751.0793  0.4196
764.4287  26.9625
786.1718  22.3015
788.4147  0.0371
814.5036  1.0167
819.492  2.0015
827.2185  0.8523
831.9397  117.365
843.3095  0.011
850.6634  2.165
856.652  0.0856
867.3241  4.9256
876.2871  8.7045
883.8476  1.685
890.485  41.3601
910.7803  0.1905
918.541  0.3612
931.7812  0.321
937.2417  0.2038
944.059  2.1859
948.448  45.4526
950.1663  0.4178
978.8014  24.4794
1030.0362  147.5023
1045.794  65.6527
1055.6192  194.7957
1089.82  58.1397
1100.2749  65.4913
1119.2069  68.3978
1134.7016  25.1954
1139.6806  39.1563
1148.2871  4.5316
1153.1524  178.1604
1166.1399  118.9675
1174.2278  2.899
1187.6177  187.2531
1190.2882  382.9731
1215.3785  78.3589
1225.7091  543.9188
1246.7448  232.4296
1253.2546  365.8364
1273.2182  859.8059
1278.3505  2087.3697
1300.0002  152.1182
1317.6522  48.9
1345.8171  98.5461
1346.2634  815.0244
1365.4024  757.6663
1370.5874  294.0649
1371.4418  70.941
1379.9752  151.8848
1389.8576  3309.6025
1403.8577  31.3043
1414.2661  329.7305
1423.153  54.0511
1438.7795  731.3306
1446.6384  431.4784
1456.4911  67.4728
1463.303  519.4061
1496.5045  108.5523
1500.4509  4.6484
1511.307  37.5678
1544.6197  2688.4888
1559.6966  7614.3436
1568.9857  434.7526
1576.6004  111.3814
1583.9562  302.4006
1596.8388  1629.7247
1602.8693  1829.2274
1605.0216  162.2803
1614.0449  420.1088
3086.0349  51.8985
3091.63  46.7298
3093.8828  36.354
3094.5103  79.3808
3095.894  102.261
3096.8107  274.1468
3102.7229  166.0543
3106.1216  108.4248
3111.6031  364.5298
3112.8153  455.7125
3115.6401  393.4356
3123.7109  232.1004
3125.5069  41.4329
3128.1189  157.5742
3132.2778  447.3214
3136.8914  279.3518
