Frequencies[cm^-1]   RamanActivity[A^4/amu]
28.8703  0.1247
47.6455  0.6004
74.5611  2.0456
95.1445  0.8366
110.0827  0.6501
139.1926  1.9268
153.4543  2.455
169.2607  1.601
225.5868  0.2215
241.1516  2.6046
249.9545  0.3898
256.6839  52.8257
281.2414  1.692
284.8572  21.4712
308.2069  1.6822
339.208  0.7548
342.0609  23.4945
347.6145  1.0335
378.0847  6.2641
402.5091  14.896
412.2658  0.0348
429.9506  4.9388
446.4921  57.0235
455.1764  0.1323
468.0142  1.0198
471.5448  15.5153
487.413  1.3817
499.6305  3.9142
516.5749  10.7143
519.879  0.2177
536.179  9.3639
536.2996  0.258
549.7346  1.0738
557.7711  0.6942
562.2773  0.8773
591.3942  0.4665
608.8091  11.489
621.8179  0.2734
622.8069  0.2182
630.5715  1.3852
639.5229  0.9457
651.5174  1.5162
677.8392  2.5646
688.7292  0.5738
697.0901  3.3616
723.5573  9.1191
726.5945  0.7255
730.0746  0.5494
748.1229  0.4641
748.1776  0.5078
752.22  0.3293
781.8731  0.5526
788.3845  0.3578
790.3527  10.4346
797.1552  1.0485
806.9902  8.3268
814.1105  1.1851
821.8605  0.0706
829.6879  0.706
837.3805  1.5061
841.0365  83.0105
857.555  1.3584
865.4578  1.2055
885.9757  0.7997
890.8678  3.3134
907.5612  2.0417
912.738  0.9427
918.2162  0.0665
925.0404  0.0787
931.7734  0.1386
935.9481  0.0469
940.7797  0.1681
944.593  17.5346
950.7411  0.1736
977.7155  8.9272
1014.0785  11.4815
1031.0568  85.3195
1044.652  50.6103
1064.6681  26.3893
1117.1937  7.9752
1118.8398  3.3372
1135.7131  6.6439
1140.053  15.8917
1143.2894  4.554
1150.3121  4.436
1168.8134  32.5394
1172.4176  21.3386
1186.9492  18.4851
1202.9808  359.5245
1211.8785  4.9807
1217.2708  160.9581
1229.2581  14.3878
1241.8665  84.66
1250.4068  30.5367
1276.9173  93.7397
1288.9974  958.258
1301.2439  148.2082
1313.832  116.8702
1330.8463  557.9895
1350.2678  373.8787
1358.8997  784.596
1367.8294  170.5948
1379.0208  1508.8138
1383.3536  253.27
1390.0254  2.7079
1394.023  56.7622
1400.0847  503.3611
1409.3426  18.6728
1414.1759  84.144
1425.5778  372.8528
1431.4902  5.6243
1441.2034  126.565
1457.5606  49.877
1461.8121  73.2311
1469.2428  26.4025
1486.8571  218.0382
1506.9123  10.8752
1515.139  360.6158
1522.0912  73.7609
1544.0651  24.8522
1568.3156  366.9484
1576.0439  675.9365
1586.1344  229.5702
1596.3497  1017.1154
1605.501  302.3836
1606.2902  396.0343
1611.1891  21.1014
1616.9842  101.6298
3087.6452  56.1805
3088.724  24.2048
3089.461  131.7818
3090.1586  119.0954
3090.7315  30.7574
3095.2026  140.5284
3095.9318  203.8458
3102.5627  168.29
3106.0038  186.7035
3107.1212  258.8636
3107.9665  1026.0413
3111.356  9.9155
3116.5788  416.4974
3124.8934  193.8687
3129.9447  144.3219
3134.828  408.6322
