Frequencies[cm^-1]   RamanActivity[A^4/amu]
28.9634  6.3443
41.3503  4.4201
50.1297  14.6824
73.8  0.7225
81.999  2.8108
115.2571  3.3675
124.7089  6.6239
159.5003  3.9964
176.8553  2.2813
198.8395  1.0588
230.7457  1.9423
249.1877  2.9846
282.5742  1.248
297.2142  1.7804
303.2428  32.181
311.6879  4.8936
327.4543  8.76
381.5843  13.2249
390.3393  0.7738
408.7284  2.6913
417.8926  2.683
428.0434  3.3013
445.5296  2.665
468.8308  0.6252
473.148  3.506
499.2735  5.7263
512.677  4.1187
515.9246  3.5921
521.7102  0.9331
530.2417  2.7353
546.7295  1.9503
558.8025  2.1859
567.6299  1.3773
586.9028  1.8634
607.8815  5.6314
617.0451  1.415
617.8776  0.4353
651.6817  1.2104
682.7153  1.8221
699.4024  54.5433
713.2302  9.0562
723.3218  8.9044
730.4817  1.561
732.321  0.7894
743.0674  5.1032
758.1438  3.8003
765.7313  49.1074
774.6454  5.1032
776.6482  15.2661
782.2404  24.9536
791.7431  0.8986
800.0169  0.3708
813.7806  3.8861
822.1373  8.9765
833.2781  0.446
856.0124  0.7623
862.5958  4.3988
873.0166  1.9883
876.077  1.7475
879.3881  1.3869
884.4032  1.2664
904.3871  3.6818
920.7599  0.6405
926.3191  0.3533
930.1259  3.2245
939.2699  1.4012
939.8669  0.5766
941.8937  0.8117
953.087  0.2483
954.7549  0.4136
975.7232  9.0249
1012.9087  38.1063
1015.1656  32.1231
1040.7131  33.035
1082.5488  16.7446
1100.4336  13.1978
1127.7317  5.5379
1137.4289  7.2187
1140.596  3.4074
1144.8839  0.7169
1151.6025  18.6103
1162.4471  29.9504
1171.2993  52.5837
1181.9684  46.388
1192.6189  27.2909
1207.7245  37.7636
1213.4455  76.9285
1224.2758  28.3754
1253.7822  17.6381
1261.9878  217.5702
1265.1313  171.2211
1270.3918  17.0295
1280.3148  167.3575
1305.9363  9.6757
1330.4391  88.2851
1350.82  55.0403
1359.6678  456.1244
1369.3289  515.0159
1378.3498  2491.9971
1386.004  539.6452
1393.2225  384.5753
1401.8028  69.5828
1411.8002  198.6807
1415.3959  304.3038
1424.6028  376.8106
1435.9676  403.5014
1456.7467  25.6788
1468.0128  43.9815
1483.1595  100.3035
1495.5151  242.7179
1518.3106  65.3586
1544.9612  10.6175
1549.2578  18.769
1574.3818  521.5992
1583.7783  103.231
1589.7101  100.6557
1605.9987  85.4696
1610.7699  389.1133
1617.3296  23.9616
1621.4377  287.4754
3084.0747  47.9657
3084.1937  134.0083
3087.7208  54.2239
3088.8218  4.8305
3089.3281  48.4228
3090.7521  101.3371
3090.9921  109.6966
3093.3508  149.5637
3101.2993  120.2405
3106.2508  337.2728
3107.5592  192.4871
3107.7874  128.8535
3109.2126  647.5814
3114.1527  161.4231
3120.4505  431.6118
3122.6065  244.6439
3124.3211  155.019
3155.6271  62.5837
