Frequencies[cm^-1]   RamanActivity[A^4/amu]
33.0108  0.2777
51.6669  0.0604
93.6442  0.5329
100.3936  0.1569
123.9559  0.9077
125.1838  9.2247
170.5905  11.4414
212.3929  1.0584
219.6279  3.0872
252.2239  1.9271
260.2463  2.277
266.3705  5.7744
296.3045  8.208
321.7332  0.2562
354.3355  3.7346
372.3342  5.2797
399.5972  6.9732
400.3638  1.4208
432.4415  47.0719
451.174  1.2918
459.9477  5.2653
474.2795  0.4006
488.9183  3.9
494.0454  0.0219
500.7571  0.3107
525.1244  3.6662
545.458  1.8462
547.8203  11.8248
572.9822  0.1649
592.9561  11.836
604.8901  0.8061
613.7381  1.0588
616.0715  19.5079
636.0318  4.3924
645.4038  0.6292
700.7242  1.4532
707.926  4.8608
710.8264  2.3678
716.8658  3.5928
729.3557  12.0973
744.0416  12.1835
757.192  0.9096
758.1398  1.8433
761.8958  0.2059
779.4824  29.3907
786.872  0.0346
812.636  0.0236
822.2512  2.9869
827.8634  2.2326
841.5745  0.9744
848.2908  3.2367
854.6867  0.2341
891.9737  0.2378
897.2026  4.8272
900.8217  9.6114
923.1644  0.1395
934.4043  2.0601
938.2789  0.0138
947.7314  1.5745
947.7507  2.3071
969.8677  42.2651
978.3364  0.8027
978.4794  27.3789
990.3338  30.0155
996.7336  5.1913
1044.8991  11.4078
1054.9288  56.4115
1077.2601  80.5695
1085.5377  0.7146
1096.0125  0.4605
1096.311  0.0203
1133.0349  26.3352
1135.9498  2.8161
1147.3047  45.6928
1150.8953  3.2721
1155.3721  10.9901
1174.3907  3.2496
1175.8355  43.6331
1222.1362  0.8258
1224.7201  110.0469
1228.8168  40.3041
1237.9065  5.1066
1251.7531  26.0428
1284.6344  11.3968
1293.9042  130.5751
1308.1439  126.4954
1325.6624  73.7363
1339.6173  82.8968
1348.0249  666.6173
1359.9306  248.3473
1369.6758  1145.9584
1381.9757  15.3515
1405.8727  2.5515
1416.4986  155.6296
1419.6143  24.3628
1429.3671  2.7439
1432.6892  62.655
1438.0652  20.8459
1476.7865  87.0535
1479.0674  96.129
1489.7111  4.0923
1520.4602  54.2134
1548.3058  2.1913
1562.6136  361.818
1567.7746  243.2522
1574.871  25.2726
1587.7708  67.4607
1595.0632  174.4371
1601.2151  83.9113
1615.009  232.2011
3088.9834  52.1484
3094.6257  99.7963
3094.7054  85.4742
3099.1012  62.4195
3100.2069  119.1987
3107.2792  305.1442
3111.4628  336.9086
3112.0088  468.1003
3112.1935  1.2898
3115.2071  490.1859
3124.5729  80.3549
3133.0801  254.9869
3136.0933  46.9294
3136.6007  83.6164
3148.4161  6.7368
3148.6088  352.9599
